GeneName	YFR-1	YFR-2	YFR-3	YFR-4	YFR-5	YFR-6
ADARB1	9.549256581	9.545423818	9.535162837	9.329280128	9.333870237	9.286697075
ADARB2	7.041165607	7.054185076	7.026757091	6.396875514	6.262930263	6.131427583
ADARB2-AS1	0	0	0	0	0	0
ADAT1	9.320975037	9.282814558	9.343783791	9.831660981	9.932025395	9.919669996
ADAT2	8.217144606	8.501524485	8.296496003	7.29288613	7.408597401	7.340333735
ADAT3	7.999354611	7.607910056	7.931535406	7.938135908	7.753700138	7.588087138
ADCK1	8.212901527	8.215587552	8.112304136	7.726643461	7.698103703	7.62458898
ADCK2	9.67096774	9.560486711	9.721950093	9.362051109	9.466841969	9.390443956
ADCK5	7.770110759	7.524205574	7.787661908	7.798875414	7.661397354	7.748974541
ADCY1	10.87572447	10.65098076	10.73303723	9.846660747	9.92521362	10.01753771
ADCY10	4.513863608	4.489964941	4.377082849	5.989823476	5.879867583	5.76659288
ADCY10P1	6.439348739	6.498674947	6.482464314	6.43831467	6.60529435	6.438706673
ADCY2	10.89473624	10.85986251	10.93377782	9.82627308	9.674438286	9.688307475
ADCY3	10.57651314	10.45164593	10.55003146	10.71947337	10.64351548	10.6582079
ADCY4	2.69584581	2.667051587	2.656522925	2.899248408	2.909930903	2.695742675
ADCY5	8.941593814	8.859366523	8.965515325	7.96236194	8.010688765	7.744953944
ADCY6	8.815541248	8.797912298	8.817702548	9.577323003	9.69578452	9.56440056
ADCY7	9.462994134	9.411753107	9.427038961	9.196313466	9.199715102	9.316692342
ADCY8	8.656744745	8.68552646	8.602137595	7.887928436	7.872949444	7.831586464
ADCY9	10.59204872	10.50349556	10.58466299	9.654260955	9.517162928	9.568793257
ADCYAP1	-1.731710961	-1.713036886	-1.73440955	-1.734313658	-1.715195987	-1.731717949
ADCYAP1R1	9.798509706	9.810452351	9.781736187	9.476958917	9.515172769	9.449044858
ADD1	12.5063849	12.41212184	12.4926599	12.75717937	12.79492976	12.76950845
ADD2	13.09183789	13.08571006	13.05897243	12.13950035	12.08175885	11.97654314
ADD3	11.52356581	11.74824479	11.60956463	11.55134877	11.62446225	11.60974135
ADD3-AS1	1.802301188	1.947626984	1.905721472	1.876610893	1.735718475	1.763166137
ADGB	-0.543399831	-0.5094053	-0.545958815	-0.545870088	-0.515733362	-0.543406591
ADGRA1	5.515712596	4.837156021	5.244583163	5.439705001	5.487316156	5.295838251
ADGRA1-AS1	0.033895621	0.102752006	0.02995461	0.030091532	0.060010876	0.03388523
ADGRA2	9.791270267	9.629980091	9.707267434	8.912549181	8.803999933	8.687761873
ADGRA3	11.411075	11.52937113	11.33320472	11.15325137	11.20328874	11.23519549
ADGRB1	8.159138653	8.182422258	8.477521743	8.892956429	8.83215921	8.76827662
ADGRB2	11.06175924	10.82702965	11.19051482	10.92506267	10.80246561	10.74067213
ADGRB3	4.059525613	4.061364422	3.91782937	3.667104518	3.644172012	3.620907406
ADGRD1	3.931345118	3.777876173	4.143749229	4.590594375	4.740811948	4.890759871
ADGRE1	4.49091464	4.178260403	4.415957653	4.046213852	4.037803315	3.847396275
ADGRE2	6.677815968	6.632149962	6.432619971	6.084042936	5.85192363	5.784205371
ADGRE3	-2.209489606	-2.210245281	-2.210525994	-2.210489166	-2.211074479	-2.20949229
ADGRE4P	0.267025788	0.263581976	0.262329384	0.262492702	0.259938269	0.307749705
ADGRE5	8.310621738	8.295176525	8.03771106	7.931868146	7.861967486	7.766937659
ADGRF1	-1.257027688	-1.228677331	-1.261124595	-1.260979016	-1.232227582	-1.22570071
ADGRF2	4.660953149	4.557072123	4.482267012	6.357842355	6.410282013	6.175289987
ADGRF3	4.924125859	5.159417172	4.923310964	4.560743404	4.244949793	4.543951189
ADGRF4	3.778578322	3.727695531	3.708689044	4.628606515	4.663409523	5.026282896
ADGRF5	1.489558337	1.518133116	1.478386435	1.707591566	1.683057818	1.608127752
ADGRG1	4.95467254	4.841843756	5.072905968	5.909156076	5.936234944	5.783309291
ADGRG2	8.600654235	8.473357377	8.302340411	9.887405261	9.933242456	9.997190203
ADGRG3	3.434561258	3.31925036	3.337906627	3.736929988	3.701143504	3.636650156
ADGRG4	-1.256723539	-1.25962935	-1.260708782	-1.199600244	-1.232590759	-1.256733859
ADGRG5	8.763666246	8.512240458	8.756413211	8.053007059	7.68713996	7.84352889
ADGRG6	8.066593192	8.44027809	8.183708535	6.958187307	7.2396466	7.203884911
ADGRG7	1.848805994	1.838118457	1.834213307	1.971751956	2.092933826	2.076994457
ADGRL1	12.85275426	12.67738173	12.8117227	12.17270085	12.00828535	11.99781228
ADGRL2	11.30654452	11.43690741	11.32459379	12.01267634	12.06893588	12.18581525
ADGRL3	7.987019256	8.13977786	7.980338025	7.658391421	7.629130493	7.663036762
ADGRL3-AS1	0	0	0	0	0	0
ADGRL4	4.15225728	4.180649412	4.034420635	4.107028272	4.079545895	3.957552307
ADGRV1	10.14677779	10.18478862	10.13816782	9.389893169	9.552406596	9.390219761
ADH1A	-1.494713683	-1.497416901	-1.498421075	-1.469931179	-1.500383131	-1.466365126
ADH1B	-2.209506012	-2.21019779	-2.210454767	-2.210421054	-2.210956875	-2.209508469
ADH1C	-2.209506012	-2.21019779	-2.210454767	-2.210421054	-2.210956875	-2.209508469
ADH4	0.124196049	0.121094089	0.119966327	0.255169552	0.150013856	0.124184903
ADH5	13.00058641	13.02004167	12.95619798	12.83107132	12.89470218	12.87700107
ADH6	3.192218844	3.210864165	3.40777387	3.334551646	3.263319096	3.292787065
ADH7	0	0	0	0	0	0
ADHFE1	3.566970513	3.571952832	3.709681008	3.687887518	3.726415094	3.724062292
ADI1	9.728778765	9.575437888	9.698506749	10.13720782	10.10549461	10.13060756
ADIG	0.769470902	0.764612611	0.762844975	0.798282769	1.020350464	0.849322747
ADIPOQ	-2.209476783	-2.210282048	-2.202133537	-2.210541939	-2.211165662	-2.209479643
ADIPOQ-AS1	0	0	0	0	0	0
ADIPOR1	11.83539081	11.86928147	11.81225463	12.20052453	12.18744149	12.13907267
ADIPOR2	11.43892229	11.45189581	11.41794781	11.80123875	11.88837111	11.85601827
ADIRF	4.109875299	4.126362152	4.023531099	4.00297281	3.894155341	3.804079177
ADK	9.868256704	9.795279163	9.810193721	9.673716472	9.793956064	9.854747112
ADM	9.244606373	9.194767901	9.384920487	8.674836754	8.475446227	8.667805364
ADM2	9.190160201	9.143595569	9.187665241	9.584036182	9.506728074	9.642508131
ADM5	5.441231964	5.489943722	5.646942194	5.865204098	5.698173335	5.770698936
ADNP	12.62826857	12.76493574	12.66569331	12.69423316	12.80318484	12.79319787
ADNP2	11.28754286	11.2452024	11.19675334	11.51720886	11.48548029	11.56928227
ADNP-AS1	5.725748656	5.712863816	5.656011036	5.481884885	5.48979078	5.365768015
ADO	10.31064835	10.244588	10.32251324	9.961619979	10.01738223	9.902080223
ADORA1	7.348873102	7.315150473	7.549695611	8.273539646	8.195103713	8.252045675
ADORA2A	1.428376771	1.381123408	1.511020682	1.543131588	1.466197212	1.428336143
ADORA2A-AS1	3.897317957	3.684460303	3.717309009	3.850341904	3.837306432	3.808970716
ADORA2B	6.873253504	6.884594501	6.857550952	6.204437788	6.329468014	6.138403962
ADORA3	-1.708486751	-1.734389384	-1.711578411	-1.735116923	-1.736862975	-1.732143127
ADPGK	10.37144514	10.37720225	10.31938484	10.66256501	10.74879213	10.72961842
ADPGK-AS1	2.225028126	2.189139548	2.083617097	2.052194908	2.065372829	2.004258036
ADPRH	7.786091913	7.855572577	7.886912937	8.059176112	8.024943839	7.990592991
ADPRHL1	5.067532537	4.866242217	5.003767989	5.640250046	5.413614312	5.299377909
ADPRHL2	10.05077561	9.947926873	10.00481451	9.829796437	9.809543304	9.719754986
ADPRM	6.676534139	6.826914701	6.743209565	6.704880656	6.947690136	6.760481535
ADRA1A	0.79590836	0.947591574	0.811868389	0.779088275	0.737972729	0.715235606
ADRA1B	2.729100523	2.691844407	2.550686442	2.76820643	2.68017472	2.583203072
ADRA1D	2.263134433	1.993040648	2.26173474	2.021076044	2.003991914	2.125659149
ADRA2A	3.156691839	2.917082292	3.161643527	3.056017441	2.845918607	3.059708546
ADRA2B	8.512740329	8.285050995	8.427483106	7.444428781	7.396417148	7.376892139
ADRA2C	9.097380841	8.957566451	9.22648646	9.846770404	9.681421176	9.786424826
ADRB1	3.386946054	3.37827894	3.474657126	3.193180185	3.008992731	3.124018137
ADRB2	5.971724069	5.812344679	6.025085956	5.820312108	5.682108818	6.033394483
ADRB3	2.509671553	2.571931133	2.843100645	2.36623576	2.411542964	2.35614744
ADRM1	12.81656707	12.48571402	12.61765675	12.74264003	12.56220753	12.62605653
ADSL	12.54680163	12.52606033	12.49132076	12.0791521	12.047656	11.98603953
ADSS	11.67867055	11.77908089	11.66576845	11.34961241	11.35049784	11.37170698
ADSSL1	7.574148763	7.787367551	7.6568639	7.914916901	7.836402595	7.72780744
ADTRP	3.500386439	3.461174158	3.520027738	4.245519746	4.380048496	4.188676252
AEBP1	11.87672042	11.6574283	11.76643989	12.31275371	12.21489678	12.2058702
AEBP2	9.895558645	9.879966502	9.878709155	9.096589509	9.218646269	9.262726815
AEN	12.93016943	12.83572037	12.88784117	11.544024	11.49441861	11.54837188
AES	12.80040102	12.64637979	12.79174395	12.81391913	12.7390226	12.6901934
AFAP1	10.57889368	10.48453973	10.51572634	10.64589634	10.60389806	10.6066331
AFAP1-AS1	1.120503156	0.960167919	0.956710906	0.991423696	1.070680318	0.929043831
AFAP1L1	9.378065858	9.375983197	9.291225191	7.670822901	7.834330616	7.753105664
AFAP1L2	7.638297078	7.81874041	7.755090888	7.812914562	7.640404116	7.841455313
AFDN	12.6872193	12.71687592	12.72015356	12.96975257	13.07693246	13.10834201
AFDN-AS1	6.378094657	6.336894561	6.358106851	7.20261069	7.137467524	6.97715377
AFF1	11.68240558	11.73875148	11.65148352	12.68373713	12.74579461	12.72863344
AFF2	8.404346819	8.407212218	8.312597194	7.193516273	7.362980719	7.392771791
AFF3	7.261259585	7.220096368	6.936396992	8.050950931	8.000130988	8.021162423
AFF4	11.39770192	11.49070113	11.43257829	12.56960747	12.64253804	12.67285472
AFG3L1P	8.24345883	8.45733173	8.55117335	8.912802873	8.880519736	8.841555236
AFG3L2	12.16077422	12.14636966	12.14087817	11.65607024	11.63808483	11.70905632
AFM	0	0	0	0	0	0
AFMID	9.666482126	9.702320308	9.801794963	8.852083855	8.981673378	8.992400971
AFP	1.973630775	1.866969125	1.730820008	1.666907945	1.617284078	1.536731886
AFTPH	9.054057405	9.122589665	9.112607348	8.694561917	8.823519363	8.910450635
AGA	7.171538277	7.460017756	7.349344898	7.586581955	7.6690959	7.661250544
AGAP1	11.11960545	11.05052897	11.14570819	10.51737076	10.57444145	10.6089508
AGAP11	6.851098254	6.821454338	6.725855264	7.250283889	7.071524983	7.359253275
AGAP12P	8.353784352	8.523299773	8.556960242	8.915294075	9.037546323	8.91893861
AGAP1-IT1	2.025643131	2.241817159	2.053440503	2.054972407	2.030978802	1.909861174
AGAP2	5.300152819	5.226823042	5.159449795	4.7815415	4.852592061	4.979533025
AGAP2-AS1	2.861684848	2.982538578	2.901689924	3.23691307	3.031926105	3.05558837
AGAP3	11.06463089	10.9544596	11.05289499	11.32410908	11.13207934	11.22393447
AGAP4	8.979845196	9.132279072	9.16223349	9.606675842	9.654796847	9.60732046
AGAP5	8.066019897	8.254728136	8.308185199	8.749313715	8.754424201	8.564374579
AGAP6	8.8285127	8.779483538	9.095782759	9.33289474	9.381104553	9.208745934
AGAP7P	8.405084416	8.533169266	8.569438357	8.883717601	9.023545643	9.036070822
AGAP9	9.69185747	9.879598096	9.855610111	10.28779895	10.48685563	10.25464311
AGBL1	-1.467923604	-1.496770614	-1.497703201	-1.471244349	-1.499525382	-1.494269024
AGBL1-AS1	0	0	0	0	0	0
AGBL2	4.972074914	5.485424953	5.060986765	4.686024394	4.846252528	4.802370012
AGBL3	4.483210696	4.365216799	4.331635967	4.497704334	4.289828258	4.401225178
AGBL4	4.244958303	4.523964027	4.228673626	4.233048135	3.830231028	4.031226661
AGBL4-IT1	0	0	0	0	0	0
AGBL5	11.19792432	11.15411045	11.17976632	11.12651662	11.13639999	11.05857808
AGBL5-AS1	-0.906579566	-0.874508474	-0.87650266	-0.910014627	-0.821297414	-0.906591832
AGER	7.211261632	6.982285766	7.252739933	8.241058586	8.178442092	8.031998807
AGFG1	11.67223244	11.78833732	11.71589472	11.62487047	11.64953625	11.66490572
AGFG2	7.612733966	7.33305248	7.485218526	9.88699672	9.831197763	9.831227577
AGGF1	9.529365936	9.615852236	9.271345681	9.742444023	9.819583399	9.867563673
AGK	10.60138106	10.72225587	10.62058105	9.950813527	10.08521194	10.01559354
AGL	10.42460351	10.42613623	10.43623664	10.95662317	11.13722388	11.15577954
AGMAT	7.8318633	8.140247049	8.046375057	7.460591052	7.288172514	7.294170506
AGMO	5.059614613	5.114215458	4.876572147	4.818888475	5.164132094	4.945328996
AGO1	11.72258517	11.71587112	11.72911026	11.26869919	11.20620672	11.21963021
AGO2	12.23490093	12.21870835	12.30841317	12.26380912	12.43618189	12.40223655
AGO3	8.754640605	8.827269155	8.772360864	8.481056795	8.502002781	8.517537998
AGO4	9.328466194	9.455293381	9.315538123	9.988903479	10.09034574	10.02131397
AGPAT1	12.06793277	11.97469496	12.02822896	12.11385197	12.09565246	12.06657703
AGPAT2	10.43234615	10.25126748	10.42414863	10.83880525	10.69219643	10.741791
AGPAT3	8.801521883	8.825669104	8.721311588	10.263934	10.29509283	10.3258347
AGPAT4	9.656581576	9.600977919	9.779539914	10.33681573	10.19252865	10.30176209
AGPAT4-IT1	4.300822254	4.416975127	4.480159886	4.618590966	4.913902295	4.971452897
AGPAT5	11.40752865	11.51213856	11.39361853	10.93245245	10.93207812	10.99598708
AGPS	10.88891423	11.06124829	10.92247326	11.18935466	11.27933139	11.25106687
AGR2	-2.209470385	-2.2103003	-2.210608591	-2.210568146	-2.211210961	-2.209473332
AGR3	0	0	0	0	0	0
AGRN	13.95906121	13.65178003	13.94083827	13.76694172	13.59261015	13.62801948
AGRP	-1.494324426	-1.470239084	-1.497804997	-1.471058142	-1.499647012	-1.494333439
AGT	0.558274204	0.55422364	0.620579912	0.65379816	0.581531704	0.598197927
AGTPBP1	11.03887236	11.2188064	11.08581049	11.00288633	11.12458585	11.11272034
AGTR1	2.280471671	2.147178458	2.200404188	2.138681326	2.118693479	2.210356397
AGTR2	-2.209421538	-2.210438129	-2.210815765	-2.210766223	-2.211553629	-2.198760588
AGTRAP	11.06229293	10.88499735	10.97552941	10.60589902	10.50354363	10.50727089
AGXT	-0.821288266	-0.82385653	-0.78969415	-0.824354562	-0.825520424	-0.821301374
AGXT2	-0.461991012	-0.464128177	-0.429184317	-0.464804851	-0.433565235	-0.420604726
AHCTF1	11.94057049	12.05691193	11.93506043	11.92745176	12.03399354	12.04922892
AHCTF1P1	10.70055113	10.9121514	10.69298315	10.71383221	10.82797313	10.87918915
AHCY	15.19096258	15.08501746	15.12462926	14.57553727	14.51354638	14.54252133
AHCYL1	12.53915162	12.64485817	12.55448441	12.37504848	12.45992915	12.42504579
AHCYL2	10.46578891	10.59361397	10.49641023	9.718568452	9.824423501	9.759405987
AHDC1	10.52231215	10.29523732	10.44142895	10.41692285	10.34536815	10.40719099
AHI1	8.872479897	8.999795346	8.897599473	8.551232641	8.62346697	8.58743335
AHNAK	10.41518206	10.41672535	10.43366602	13.36054526	13.58732253	13.66516586
AHNAK2	8.463122629	8.386073828	8.418674899	9.067125247	9.158610391	9.275390583
AHR	7.590904732	7.655914144	7.585224023	6.21310471	6.210707663	6.476110294
AHRR	5.682775105	5.373311407	5.377265132	5.270530231	5.359928075	5.340841936
AHSA1	12.67153204	12.70019532	12.60796367	12.09109847	12.13324059	12.16980228
AHSA2	9.147846434	9.72640915	9.546205641	10.58208556	10.63956242	10.546083
AHSG	2.158989438	2.243598517	2.382010441	1.91052819	1.898810527	2.011357755
AHSP	3.185220204	3.32446947	3.40339694	2.729366303	2.638517716	2.846457366
AICDA	1.53134866	1.478039376	1.472450827	1.538427208	1.461782893	1.49336197
AIDA	11.86466983	12.033458	11.81679058	12.05394153	12.17873553	12.23795254
AIF1	7.321525886	7.499818071	7.287169383	6.308900808	6.571168466	6.460853212
AIF1L	12.84139632	12.79662019	12.80889857	12.61709942	12.59098001	12.6626311
AIFM1	11.44861748	11.52897929	11.43439339	11.00002702	11.05888104	10.96786633
AIFM2	8.45218942	8.296993414	8.303730217	8.6561011	8.425753861	8.584244931
AIFM3	4.900636964	4.788134139	4.82713679	4.77281179	4.833562902	4.757905726
AIG1	9.621198048	9.743832496	9.543128155	7.590387129	7.839585856	7.615300054
AIM1	9.522666726	9.711888688	9.680954354	7.676639505	7.498876793	7.512805274
AIM1L	9.188068321	9.054522671	9.19396214	7.865633482	7.651276637	7.812461847
AIM2	3.738760262	3.810281154	3.807583179	3.735408355	3.682277223	3.707199008
AIMP1	10.85467482	10.92530058	10.79525822	10.45247953	10.40430715	10.37894377
AIMP2	9.965354791	9.863109926	9.946416833	9.990399854	9.872466802	9.893709398
AIP	10.02856421	9.786891712	9.921316663	10.05324946	10.03756568	10.01637107
AIPL1	3.44639476	3.474135948	3.55190464	3.220991133	3.329015073	3.24107656
AIRE	2.296889025	2.282011058	2.276561373	2.415162839	2.684219563	2.525626255
AIRN	0	0	0	0	0	0
AJAP1	8.457461837	8.254440764	8.457399472	8.648130134	8.617167419	8.611020619
AJUBA	10.569288	10.54345995	10.64560843	9.957544234	9.918652057	9.96785939
AK1	9.46443943	9.232835667	9.418763332	9.366164738	9.140517252	9.287007955
AK2	11.81078155	11.96384755	11.88823607	11.33083426	11.36203058	11.34825092
AK3	9.619315993	9.713330607	9.670937361	10.02069212	10.08196863	9.983100597
AK4	12.539549	12.60155942	12.51808654	11.14551509	11.21352741	11.21388296
AK5	7.478081763	7.70810661	7.590717072	5.297904572	5.259500911	5.249997378
AK6	8.585890016	8.832772348	8.637082661	8.495941634	8.467625935	8.649346556
AK7	7.053481514	7.118134929	7.228851422	7.098001616	7.479157158	7.32003362
AK8	3.550222525	3.49600584	3.740654969	3.670698723	3.568822677	3.614778017
AK9	4.526623588	4.357193924	4.664978992	4.352493257	4.259012887	4.244930889
AKAIN1	-0.088925364	0.04714782	-0.092499995	-0.057481721	-0.03149544	-0.088934796
AKAP1	11.60347143	11.52106735	11.53763987	10.45668404	10.37863206	10.36336488
AKAP10	9.714602108	9.789922868	9.782911408	9.610040289	9.641201388	9.745028382
AKAP11	10.0868828	10.18065499	10.07522608	9.841374259	10.08676555	10.09832046
AKAP12	13.01084167	12.89133418	12.92202409	12.68995939	12.68509609	12.73861751
AKAP13	10.85626986	10.84757783	10.805074	12.3308969	12.46660699	12.50254484
AKAP14	2.155582573	2.382787103	2.078855538	1.944496032	1.932797256	1.964999415
AKAP17A	12.04310501	11.9084116	12.08961169	12.4353189	12.27959514	12.25943742
AKAP2	4.391384835	4.304697965	4.420849238	4.619881917	4.536688791	4.553344858
AKAP3	5.426932346	5.348183112	5.400723629	5.548638904	5.449243009	5.322626343
AKAP4	-1.731563259	-1.73343113	-1.734124994	-1.734033965	-1.735480736	-1.731569893
AKAP5	7.515434084	7.467956127	7.600455334	6.896930158	6.987485428	6.992741327
AKAP6	4.950782124	4.865483675	4.902759332	5.850862163	5.995881037	5.953332822
AKAP7	8.166525036	8.066855163	8.154398887	7.17142302	7.207281643	7.018309545
AKAP8	10.4735869	10.43081899	10.56951464	10.46630599	10.37061383	10.43136345
AKAP8L	11.5774422	11.54160143	11.61546531	11.10434361	11.08833678	10.95965818
AKAP9	10.22969861	10.35287768	10.16968175	10.51040941	10.74503994	10.75861544
AKIP1	8.342028139	8.391570887	8.432073573	9.631354869	9.687202614	9.614622059
AKIRIN1	12.80248729	12.80302352	12.8369684	12.31160345	12.33490387	12.36465443
AKIRIN2	10.97467211	10.90981682	11.00287537	10.80892393	10.73836361	10.64597002
AKNA	10.27560162	10.22168004	10.23844681	9.550202708	9.471177966	9.637915844
AKNAD1	0.009857752	0.043139476	0.00605349	0.040960149	0.035859608	0.050023685
AKR1A1	12.16822418	12.11934744	12.10617098	11.46269129	11.47799858	11.53271242
AKR1B1	12.53449029	12.43746911	12.52101972	12.64119701	12.61690471	12.62044516
AKR1B10	3.185912218	3.039670378	3.025729455	3.027551855	3.14485785	3.150615538
AKR1B15	2.429534824	2.468302261	2.448657839	2.116281953	2.100793777	2.143413787
AKR1C1	5.745438123	5.511452203	5.866110833	5.219743416	5.60813611	5.542582232
AKR1C2	5.76872685	5.76313197	5.986570912	5.466511622	5.704499222	5.598366647
AKR1C3	6.483633774	6.505929625	6.435543295	6.42226516	6.330722964	6.52288879
AKR1C4	1.683770218	1.593612912	1.688774715	1.589642338	1.70151416	1.683698204
AKR1C6P	-0.799177739	-0.840787224	-0.841366777	-0.84129123	-0.748341694	-0.799190906
AKR1C8P	-0.352783295	-0.354918588	-0.355692777	-0.355591911	-0.325710395	-0.312883129
AKR1D1	2.278923652	2.25459396	2.370908477	2.372681216	2.316954229	2.24053605
AKR1E2	5.290384238	5.438878401	5.238068605	5.58871442	5.443798269	5.48357657
AKR7A2	10.57242287	10.4870769	10.49129529	10.41784911	10.47128916	10.29614027
AKR7A2P1	2.626931873	2.618247687	2.512459297	2.545103802	2.573610406	2.406211783
AKR7A3	5.966805631	5.896587299	5.822402966	5.844442225	5.934154122	5.934047033
AKR7L	6.754534703	6.647218156	6.438911343	6.544461289	6.710520854	6.638680147
AKT1	12.26156922	12.1290909	12.22699837	12.82423721	12.80343126	12.80991996
